rank_code	ncbi_id	name	mean_percent
S	1917421	Ketobacter	0
S	1917441	Streptococcus	0
S	1917485	Sulfitobacter	0
S	192	Azospirillum	0
S	1920107	Aeromonas	0
S	1920109	Enterobacteriaceae	0
S	1920110	Citrobacter	0
S	1920114	Leclercia	0
S	1920116	Leclercia	0
S	1920128	Enterobacteriaceae	0
S	1920667	Mycobacterium	0
S	192073	Shewanella	0
S	1920883	Marivivens	0
S	1921086	Mariprofundus	0
S	1921087	Mariprofundus	0
S	1921421	Geobacillus	0
S	1921510	Sphingomonas	0
S	1922217	Candidatus	0
S	1922222	Sphingorhabdus	0
S	1922225	Erythrobacter	0
S	1922226	Anderseniella	0
S	1923002	Hubei	0
S	192421	Planococcus	0
S	1925548	Candidatus	0
S	1926	Streptomyces	0
S	1926494	Paraburkholderia	0
S	1927128	Candidatus	0
S	192812	Erythrobacter	0
S	192843	Rhodoferax	0
S	1929246	Sodalis	0
S	193	Azospirillum	0
S	1930	Streptomyces	0
S	1930532	Pseudomonas	0
S	1930546	Sporosarcina	0
S	1930764	Sporosarcina	0
S	1931241	Pseudomonas	0
S	1932004	Haloarcula	0
S	1932360	Halorientalis	0
S	1933220	Sphingobacterium	0
S	1933904	Bartonella	0
S	1934254	Klebsiella	0
S	193462	Streptomyces	0
S	1935	Streptomyces	0
S	1936029	Mycobacterium	0
S	1936080	Winogradskyella	0
S	1936081	Seonamhaeicola	0
S	1937004	Methanopyrus	0
S	1938334	Microbacterium	0
S	1938604	Aquaspirillum	0
S	1938605	Brevundimonas	0
S	1938606	Janthinobacterium	0
S	1938607	Sphingomonas	0
S	1938841	Streptomyces	0
S	1940	Streptomyces	0
S	1940762	Nostocales	0
S	1940790	Phycisphaerae	0
S	1941349	Phycisphaerae	0
S	194424	Sulfurospirillum	0
S	1945512	Cellvibrio	0
S	1945657	Capnocytophaga	0
S	1945662	Paracoccus	0
S	1945892	Cytophagales	0
S	194963	Sinorhizobium	0
S	194966	Salmonella	0
S	1950	Streptomyces	0
S	195248	Synechococcus	0
S	195250	Synechococcus	0
S	195253	Synechococcus	0
S	1954171	Calothrix	0
S	1954172	Calothrix	0
S	195498	Synechococcus	0
S	195522	Thermococcus	0
S	196	Campylobacter	0
S	1960083	Actinomyces	0
S	196024	Aeromonas	0
S	1961362	Sphingomonas	0
S	196162	Nocardioides	0
S	1961713	Streptomyces	0
S	1962301	Turkey	0
S	1964448	Candidatus	0
S	1964449	Streptomyces	0
S	1965231	Campylobacter	0
S	1967665	Colwellia	0
S	1967782	Chlamydia	0
S	1967783	Chlamydia	0
S	1969	Streptomyces	0
S	196914	Actinoplanes	0
S	1969806	Acidisphaera	0
S	1971	Streptomyces	0
S	1971364	Halomonas	0
S	197162	Deferribacter	0
S	1972578	New	0
S	1973486	Calothrix	0
S	1974213	Prosthecochloris	0
S	197482	Malacobacter	0
S	1977566	Enterobacter	0
S	1977864	Candidatus	0
S	1977865	Candidatus	0
S	1978339	Chromatiaceae	0
S	1978566	Cryobacterium	0
S	198	Campylobacter	0
S	1980001	Cellulosimicrobium	0
S	1980534	Herbert	0
S	1981042	Klebsiella	0
S	1981043	Klebsiella	0
S	198107	Azoarcus	0
S	1981162	Escherichia	0
S	1981173	Rhizobium	0
S	1981174	Pseudomonas	0
S	1981981	Flavobacterium	0
S	198252	Candidatus	0
S	1982591	Pseudomonas	0
S	1982747	Streptomyces	0
S	1983117	Mycobacterium	0
S	198467	Anoxybacillus	0
S	1985254	Xanthomonas	0
S	1985716	Acinetobacter	0
S	1985873	Sulfuriferula	0
S	1986146	Desulfobulbus	0
S	198620	Pseudomonas	0
S	1986204	Brevefilum	0
S	1986952	Sphingobacteriaceae	0
S	1987356	Aurantimicrobium	0
S	1987723	Cellvibrio	0
S	199	Campylobacter	0
S	1990687	Rhodococcus	0
S	1993866	Lactobacillales	0
S	199441	Bacillus	0
S	199596	Methylocella	0
S	200	Campylobacter	0
S	2001	Streptosporangium	0
S	2003121	Sphingobacterium	0
S	2003315	Porphyrobacter	0
S	2003551	Cellulomonas	0
S	200450	Pseudomonas	0
S	200451	Pseudomonas	0
S	2004644	Acinetobacter	0
S	2004646	Acinetobacter	0
S	2004647	Acinetobacter	0
S	2004650	Acinetobacter	0
S	2005046	Stenotrophomonas	0
S	2005262	Legionella	0
S	2005456	Fischerella	0
S	2005458	Nostoc	0
S	2005460	Chondrocystis	0
S	2005461	Calothrix	0
S	2005462	Calothrix	0
S	2005464	Scytonema	0
S	2005703	Enterococcus	0
S	2005884	Thauera	0
S	2006	Thermobispora	0
S	2006110	Luteimonas	0
S	2007306	Francisella	0
S	2009329	Sagittula	0
S	2009331	Bacillus	0
S	200991	Planococcus	0
S	201	Campylobacter	0
S	2011012	Bacillus	0
S	2011159	Erythrobacter	0
S	2014	Nocardiopsis	0
S	2014534	Microbacterium	0
S	2014542	Alcanivorax	0
S	2015076	Chryseobacterium	0
S	2015316	Bosea	0
S	2016361	Thermococcus	0
S	2017483	Virgibacillus	0
S	2017484	Brachybacterium	0
S	2017485	Brachybacterium	0
S	2018025	Kitasatospora	0
S	2018065	Roseomonas	0
S	2018067	Pseudomonas	0
S	2018305	Shewanella	0
S	2019568	Citrobacter	0
S	2020	Thermomonospora	0
S	2020311	Rhizobium	0
S	2020312	Rhizobium	0
S	2020486	Arthrobacter	0
S	2021	Thermobifida	0
S	2021234	Ahniella	0
S	2021862	Labrenzia	0
S	2021971	Streptococcus	0
S	2023229	Porphyrobacter	0
S	2023772	Paenibacillus	0
S	2024580	Plantactinospora	0
S	2025492	Staphylococcus	0
S	2025658	Pseudomonas	0
S	2025949	Herbaspirillum	0
S	2026199	Paraburkholderia	0
S	2026240	Klebsiella	0
S	2026785	Rhodobiaceae	0
S	2026787	Rhodothermaceae	0
S	2026799	Verrucomicrobia	0
S	2027290	Providencia	0
S	202747	Sulfurimonas	0
S	2027857	Mariniflexile	0
S	2027919	Enterobacter	0
S	2028343	Rhizobium	0
S	2029983	Chitinophaga	0
S	2030797	Glaesserella	0
S	203263	Corynebacterium	0
S	2033	Microbacterium	0
S	2033032	Aeromonas	0
S	2033033	Aeromonas	0
S	2033435	Rhodobacteraceae	0
S	2033437	Chitinophaga	0
S	2033438	Serratia	0
S	2036206	Aerococcaceae	0
S	2037915	Dickeya	0
S	2039	Tropheryma	0
S	203907	Candidatus	0
S	2039870	Micromonospora	0
S	204038	Dickeya	0
S	204039	Dickeya	0
S	204042	Dickeya	0
S	2040586	Stenotrophomonas	0
S	2040624	Gemella	0
S	2041	Aeromicrobium	0
S	2042057	Pectobacterium	0
S	2044521	Natronolimnobius	0
S	2045	Pimelobacter	0
S	2045200	Pseudomonas	0
S	2045208	Massilia	0
S	2045452	Nocardioides	0
S	2047	Rothia	0
S	204773	Herminiimonas	0
S	2048283	Thalassospira	0
S	2048654	Solibacillus	0
S	2048897	Rhizobium	0
S	2049589	Pseudomonas	0
S	2049881	Streptomyces	0
S	2051	Mobiluncus	0
S	2051552	Mycobacterium	0
S	2051553	Methylobacterium	0
S	2051957	Rubrobacter	0
S	2052657	Dietzia	0
S	2052660	Oceanobacillus	0
S	2052837	Neisseriaceae	0
S	2052938	Enterobacteriaceae	0
S	2053832	Bacillus	0
S	2054	Gordonia	0
S	2054227	Sphingopyxis	0
S	2054914	Pseudomonas	0
S	2054915	Pseudomonas	0
S	2054919	Pseudomonas	0
S	2055	Gordonia	0
S	2055160	Kyrpidia	0
S	2055892	Idiomarina	0
S	2055893	archaeon	0
S	2056494	Candidatus	0
S	2057	Sphaerobacter	0
S	2057025	Spirosoma	0
S	2057246	Acidipropionibacterium	0
S	2057741	Bradyrhizobium	0
S	2057808	Lacinutrix	0
S	2058134	Nonlabens	0
S	2058135	Olleya	0
S	2058136	Planococcus	0
S	2058137	Polaribacter	0
S	205844	Novosphingobium	0
S	2058657	Zhihengliuella	0
S	2059672	Chromobacterium	0
S	2059875	Gordonia	0
S	2059884	Streptomyces	0
S	206	Campylobacter	0
S	2060307	Enterococcus	0
S	2060312	Altererythrobacter	0
S	2060726	Neorhizobium	0
S	2061	Tsukamurella	0
S	206403	Sulfurovum	0
S	2065379	Paracoccus	0
S	2066	Kitasatospora	0
S	2066049	Citrobacter	0
S	2066051	Enterobacteriaceae	0
S	2066070	Mesorhizobium	0
S	2066483	Candidatus	0
S	2067572	Pseudomonas	0
S	2067957	Methylobacterium	0
S	2067960	Azoarcus	0
S	2068654	Clostridium	0
S	2069256	Pseudomonas	0
S	2069432	Tamlana	0
S	2070369	Sulfitobacter	0
S	2070539	Gammaproteobacteria	0
S	2071623	Laceyella	0
S	2071627	Plantactinospora	0
S	2072025	Lysinibacillus	0
S	2072406	Stenotrophomonas	0
S	2072407	Stenotrophomonas	0
S	2072409	Stenotrophomonas	0
S	2072414	Stenotrophomonas	0
S	2072503	Actinoalloteichus	0
S	2072505	Streptomyces	0
S	2072590	Massilia	0
S	2072936	Sphingobium	0
S	2077136	Enterobacter	0
S	2077137	Enterobacter	0
S	2077147	Citrobacter	0
S	2077148	Citrobacter	0
S	2077149	Citrobacter	0
S	2077182	Sphingorhabdus	0
S	2079227	Arthrobacter	0
S	2079535	Corynebacterium	0
S	2079536	Actinomyces	0
S	2079575	Aurantimicrobium	0
S	2079596	Acinetobacter	0
S	2079791	Salinibacterium	0
S	2079792	Mycetocola	0
S	2079793	Aeromicrobium	0
S	2080419	Deinococcus	0
S	2080740	Corynebacterium	0
S	2080742	Agromyces	0
S	2081702	Actinomyces	0
S	2081703	Peptostreptococcaceae	0
S	208216	Parvularcula	0
S	2082188	Sphingobium	0
S	2082193	Clostridiaceae	0
S	208223	Kosakonia	0
S	208224	Enterobacter	0
S	208226	Alkaliphilus	0
S	2082949	Microvirga	0
S	2083051	Pseudomonas	0
S	2083052	Pseudomonas	0
S	2083054	Pseudomonas	0
S	2083055	Pseudomonas	0
S	2083284	Streptomyces	0
S	2083786	Devosia	0
S	208439	Amycolatopsis	0
S	208596	Carnobacterium	0
S	2086577	Lysinibacillus	0
S	209053	Capnocytophaga	0
S	2094	Mycoplasma	0
S	2094021	Streptomyces	0
S	2094025	Aureitalea	0
S	2094242	Victivallales	0
S	2095	Mycoplasma	0
S	2099786	Ruegeria	0
S	2099788	Lactobacillus	0
S	2099789	Lactobacillus	0
S	210	Helicobacter	0
S	2100	Mycoplasma	0
S	2100422	Idiomarina	0
S	2102	Mycoplasma	0
S	2103230	Microbacterium	0
S	2104	Mycoplasma	0
S	2107	Mycoplasma	0
S	2107713	Aeromicrobium	0
S	2108362	Lactobacillus	0
S	2108445	Mesorhizobium	0
S	2108470	Plantactinospora	0
S	2109	Mycoplasma	0
S	2109625	Thalassococcus	0
S	2109913	Melaminivora	0
S	2109914	Ottowia	0
S	2109915	Simplicispira	0
S	211114	Allokutzneria	0
S	2112	Mycoplasma	0
S	2113	Mycoplasma	0
S	2115	Mycoplasma	0
S	2115978	Candidatus	0
S	2116657	Melaminivora	0
S	2118	Mycoplasma	0
S	212	Helicobacter	0
S	2126319	Variovorax	0
S	2126346	Streptacidiphilus	0
S	2126553	Gramella	0
S	212663	Vibrio	0
S	212767	Mycobacterium	0
S	213	Helicobacter	0
S	2133	Spiroplasma	0
S	2133959	Bartonella	0
S	2135430	Streptomyces	0
S	213554	Halomonas	0
S	2136	Spiroplasma	0
S	2136172	Halomonas	0
S	2137	Spiroplasma	0
S	2139	Spiroplasma	0
S	214	Helicobacter	0
S	2144175	Megasphaera	0
S	214473	Staphylococcus	0
S	2145	Spiroplasma	0
S	2148	Acholeplasma	0
S	214888	Entomoplasma	0
S	2151	Mesoplasma	0
S	2153385	Lelliottia	0
S	215578	Entomoplasma	0
S	215591	Treponema	0
S	215689	Erwinia	0
S	215743	Roseovarius	0
S	215813	Dinoroseobacter	0
S	216142	Pseudomonas	0
S	2161747	Saccharospirillum	0
S	2161816	Tessaracoccus	0
S	2161872	Colwellia	0
S	2162	Methanobacterium	0
S	2162713	Flavobacterium	0
S	2163011	Bordetella	0
S	216427	Mesoplasma	0
S	216465	Polaromonas	0
S	216778	Stenotrophomonas	0
S	216933	Spiroplasma	0
S	216934	Spiroplasma	0
S	216935	Spiroplasma	0
S	216936	Spiroplasma	0
S	216937	Spiroplasma	0
S	2169400	Gemmobacter	0
S	216942	Spiroplasma	0
S	216944	Spiroplasma	0
S	216945	Spiroplasma	0
S	216946	Spiroplasma	0
S	2169539	Gammaproteobacteria	0
S	2169540	Lysinibacillus	0
S	217	Helicobacter	0
S	2170729	Methyloceanibacter	0
S	2170745	Auritidibacter	0
S	217159	Clostridium	0
S	2171623	Miniimonas	0
S	2171755	Rhodobacteraceae	0
S	2171980	Actinotignum	0
S	217203	Achromobacter	0
S	217204	Achromobacter	0
S	2172098	Flavobacterium	0
S	2172099	Catenovulum	0
S	2172103	Limnobaculum	0
S	2172536	Luteimonas	0
S	2173	Methanobrevibacter	0
S	2173169	Dokdonia	0
S	2173853	Streptococcus	0
S	2174846	Streptomyces	0
S	2175091	Flavobacterium	0
S	2176	Methanohalophilus	0
S	2177	Methanohalophilus	0
S	2180	Methanothermus	0
S	2182384	Erythrobacter	0
S	2183547	Pseudarcicella	0
S	2183582	Salinimonas	0
S	2183896	Flavobacterium	0
S	2183911	Salinisphaera	0
S	2184053	Streptomyces	0
S	2184083	Thauera	0
S	2184575	Acetobacterium	0
S	2185142	Altererythrobacter	0
S	2189	Methanotorris	0
S	2190	Methanocaldococcus	0
S	219314	Aeromicrobium	0
S	219572	Pseudomonas	0
S	2198	Methanoculleus	0
S	2201	Methanofollis	0
S	2201181	Flavobacterium	0
S	2201350	Phenylobacterium	0
S	2201356	Pseudomonas	0
S	2201999	Micromonospora	0
S	2202000	Streptomyces	0
S	2202141	Chromobacterium	0
S	2202249	Streptosporangium	0
S	2202254	Deinococcus	0
S	2202825	Methylobacterium	0
S	2202826	Methylobacterium	0
S	2202827	Methylobacterium	0
S	2202828	Methylobacterium	0
S	2203	Methanospirillum	0
S	2203895	Psychrobacter	0
S	220622	Sulfurospirillum	0
S	220697	Thalassospira	0
S	2208	Methanosarcina	0
S	2209	Methanosarcina	0
S	2210	Methanosarcina	0
S	221027	Treponema	0
S	2211140	Acidobacteriaceae	0
S	2211210	Arthrobacter	0
S	2211357	Streptomyces	0
S	2213057	Pseudomonas	0
S	2213194	Paraliobacillus	0
S	2214	Methanosarcina	0
S	2217913	Burkholderia	0
S	221822	Phaeobacter	0
S	2219057	Pseudomonas	0
S	2219696	Sphingomonas	0
S	2220095	Cryobacterium	0
S	2220096	Rhodospirillaceae	0
S	222136	Helicobacter	0
S	2223	Methanothrix	0
S	2226	Methanococcoides	0
S	222805	Mycobacterium	0
S	2231055	Dechloromonas	0
S	2238	Haloarcula	0
S	223958	Exiguobacterium	0
S	223967	Methylorubrum	0
S	224012	Nostoc	0
S	2242	Halobacterium	0
S	2246	Haloferax	0
S	2247	Halorubrum	0
S	224719	Methanobrevibacter	0
S	2249356	Flavobacterium	0
S	225194	Geobacter	0
S	2252	Haloferax	0
S	225326	Corynebacterium	0
S	2257	Natronomonas	0
S	225848	Shewanella	0
S	2259134	Sutterella	0
S	2259340	Paracoccus	0
S	2259595	Runella	0
S	2259647	Raoultella	0
S	225991	Comamonas	0
S	225992	Comamonas	0
S	2261	Pyrococcus	0
S	2267264	Alteromonas	0
S	2268024	Hydromonas	0
S	2269	Thermofilum	0
S	2280	Staphylothermus	0
S	2282170	Kordia	0
S	2282309	Enterobacteriaceae	0
S	2282310	Enterobacteriaceae	0
S	2282475	Achromobacter	0
S	2282656	Humibacter	0
S	2282738	Streptomyces	0
S	2283194	Sporosarcina	0
S	2283195	Ornithinimicrobium	0
S	2283318	Moraxellaceae	0
S	2285	Sulfolobus	0
S	2287	Sulfolobus	0
S	228745	Thermovibrio	0
S	2290922	Lysobacter	0
S	2290923	Crenobacter	0
S	229155	Borrelia	0
S	2291597	Gallaecimonas	0
S	2293	Desulfobacter	0
S	2293862	Ruegeria	0
S	2294119	Flavobacterium	0
S	229545	Aster	0
S	2296	Desulfobacterium	0
S	229731	Halobiforma	0
S	230089	Photorhabdus	0
S	2303331	Solimonas	0
S	2303538	Salinimonas	0
S	230361	Methanobrevibacter	0
S	2303750	Stenotrophomonas	0
S	2304594	Marinobacter	0
S	2304600	Breoghania	0
S	2304606	Lactobacillus	0
S	2306165	Streptomyces	0
S	2306583	Halomonas	0
S	231455	Dyella	0
S	2315	Methanoplanus	0
S	2315862	Pseudoflavitalea	0
S	2317	Methanosphaera	0
S	2319843	Hymenobacter	0
S	2320858	Paenisporosarcina	0
S	2320867	Pseudomonas	0
S	2321394	Actinomyces	0
S	2321403	Chryseolinea	0
S	2322	Methanohalobium	0
S	232259	Belliella	0
S	2325	Thermoanaerobacter	0
S	232721	Acidovorax	0
S	233055	Desulfitobacterium	0
S	2331	Halanaerobium	0
S	233181	Candidatus	0
S	233316	Alteromonas	0
S	2337	Thermotoga	0
S	2341117	Arachidicoccus	0
S	234612	Streptomyces	0
S	234827	Candidatus	0
S	234831	Pseudoalteromonas	0
S	2350	Haliscomenobacter	0
S	2352	Flexistipes	0
S	2358	Desulfomonile	0
S	236753	Fastidiosipila	0
S	2371	Xylella	0
S	237609	Pseudomonas	0
S	237610	Pseudomonas	0
S	238	Elizabethkingia	0
S	238834	Clostridium	0
S	240427	Lactobacillus	0
S	240495	Pseudonocardia	0
S	241244	Rummeliibacillus	0
S	241425	Crinalium	0
S	2421	Thermosipho	0
S	2423	Fervidobacterium	0
S	2424	Fervidobacterium	0
S	2426	Teredinibacter	0
S	242600	Ichthyobacterium	0
S	242606	Luteibacter	0
S	2434	Roseobacter	0
S	243899	endosymbiont	0
S	244366	Klebsiella	0
S	244566	Pseudomonas	0
S	244596	Hoeflea	0
S	244787	Nautilia	0
S	245188	Yoonia	0
S	246432	Staphylococcus	0
S	247523	Pseudoalteromonas	0
S	248026	Cupriavidus	0
S	248315	Veillonella	0
S	249188	Haemophilus	0
S	249402	Cardinium	0
S	251535	Candidatus	0
S	251701	Pseudomonas	0
S	252307	Robiginitalea	0
S	252514	Microbulbifer	0
S	252966	Mahella	0
S	252970	Paraburkholderia	0
S	253	Chryseobacterium	0
S	253237	Pseudomonas	0
S	253245	Owenweeksia	0
S	255247	Fictibacillus	0
S	255248	Leuconostoc	0
S	256	Myroides	0
S	256618	Parvibaculum	0
S	256701	Glutamicibacter	0
S	257708	Roseomonas	0
S	257758	Streptococcus	0
S	258224	Corynebacterium	0
S	259354	Desulfatibacillum	0
S	259537	Dechloromonas	0
S	260364	Shewanella	0
S	260552	Microbulbifer	0
S	261164	Psychrobacter	0
S	261292	Nitrosomonas	0
S	261302	Paraburkholderia	0
S	261654	Micromonospora	0
S	261964	Kangiella	0
S	262177	Orgyia	0
S	262324	Lysobacter	0
S	263	Francisella	0
S	263819	Yersinia	0
S	263906	Methanolinea	0
S	264691	Trichormus	0
S	264697	Bacillus	0
S	265293	[Pseudomonas]	0
S	265606	Rhodopirellula	0
S	265959	Komagataeibacter	0
S	265960	Komagataeibacter	0
S	266	Paracoccus	0
S	266009	Methylovorus	0
S	266779	Chelativorans	0
S	266812	Sphingorhabdus	0
S	266951	Erythrobacter	0
S	267128	Sphingopyxis	0
S	267363	Lactobacillus	0
S	267375	Pseudoalteromonas	0
S	267818	Lactobacillus	0
S	269261	Nitratifractor	0
S	2702	Gardnerella	0
S	270351	Methylobacterium	0
S	271	Thermus	0
S	271065	Methylomicrobium	0
S	271097	Shewanella	0
S	271098	Shewanella	0
S	271420	Pseudomonas	0
S	271865	Ochrobactrum	0
S	272131	Nostoc	0
S	2724	Hirschia	0
S	273376	Sphaerochaeta	0
S	2734	Symbiobacterium	0
S	2736	Verrucomicrobium	0
S	274	Thermus	0
S	2743	Marinobacter	0
S	274537	Chlorobaculum	0
S	274539	Chlorobaculum	0
S	2746	Halomonas	0
S	2748	Carnobacterium	0
S	2751	Carnobacterium	0
S	2756	Brochothrix	0
S	277	Meiothermus	0
S	277988	Thermococcus	0
S	278153	Mesorhizobium	0
S	279058	Collimonas	0
S	279113	Collimonas	0
S	279828	Microcella	0
S	280	Xanthobacter	0
S	280236	Nocardiopsis	0
S	28025	Bifidobacterium	0
S	28028	Corynebacterium	0
S	28031	Lysinibacillus	0
S	28035	Staphylococcus	0
S	28038	Lactobacillus	0
S	280473	Aquiflexum	0
S	28049	Acidothermus	0
S	28068	Rubrivivax	0
S	28072	Nostoc	0
S	28077	Nitrospirillum	0
S	28082	Legionella	0
S	28087	Legionella	0
S	28090	Acinetobacter	0
S	28091	Neisseria	0
S	28095	Burkholderia	0
S	28104	Mesorhizobium	0
S	28107	Pseudoalteromonas	0
S	28108	Alteromonas	0
S	28109	Pseudoalteromonas	0
S	281093	Prosthecochloris	0
S	28110	Francisella	0
S	28112	Tannerella	0
S	281120	Candidatus	0
S	28123	Porphyromonas	0
S	28129	Prevotella	0
S	28132	Prevotella	0
S	28141	Cronobacter	0
S	28151	Serratia	0
S	28173	Vibrio	0
S	28183	Leptospira	0
S	28187	Acetohalobium	0
S	28188	Capnocytophaga	0
S	28189	Capnocytophaga	0
S	28197	Aliiarcobacter	0
S	28199	Arcobacter	0
S	28200	Aliiarcobacter	0
S	28223	Desulfobacula	0
S	28227	Mycoplasma	0
S	28229	Colwellia	0
S	28232	Geobacter	0
S	28258	Cobetia	0
S	28262	Thermodesulfovibrio	0
S	28264	Arcanobacterium	0
S	283686	Kosakonia	0
S	283734	Staphylococcus	0
S	283811	Stackebrandtia	0
S	284016	Phenylobacterium	0
S	28447	Clavibacter	0
S	28448	Komagataeibacter	0
S	28449	Neisseria	0
S	28450	Burkholderia	0
S	28452	Leptospira	0
S	285	Comamonas	0
S	285091	Alcanivorax	0
S	285450	Streptomyces	0
S	285473	Streptomyces	0
S	285665	Micromonospora	0
S	286802	Segniliparus	0
S	287	Pseudomonas	0
S	288	Pseudoalteromonas	0
S	288000	Bradyrhizobium	0
S	288004	Beggiatoa	0
S	288965	Hungateiclostridium	0
S	28898	Campylobacter	0
S	289435	Sphaerospermopsis	0
S	290399	Arthrobacter	0
S	290400	Jannaschia	0
S	291112	Photorhabdus	0
S	291594	Micromonospora	0
S	291990	Thermosediminibacter	0
S	292	Burkholderia	0
S	292414	Ruegeria	0
S	292566	Dactylococcopsis	0
S	29284	Halorubrum	0
S	29288	Natronococcus	0
S	29291	Methanococcoides	0
S	292913	Sphingopyxis	0
S	293	Brevundimonas	0
S	29303	Streptomyces	0
S	293089	Martelella	0
S	293091	Haloquadratum	0
S	29311	Mycobacterium	0
S	29329	Thermoanaerobacterium	0
S	293371	Lactobacillus	0
S	293387	Bacillus	0
S	29341	Clostridium	0
S	29343	[Clostridium]	0
S	29360	Cellulosilyticum	0
S	29379	Staphylococcus	0
S	29382	Staphylococcus	0
S	29384	Staphylococcus	0
S	29385	Staphylococcus	0
S	29388	Staphylococcus	0
S	29391	Gemella	0
S	294	Pseudomonas	0
S	29405	Microlunatus	0
S	29410	Synechococcus	0
S	29430	Acinetobacter	0
S	29433	Moraxella	0
S	29438	Pseudomonas	0
S	29442	Pseudomonas	0
S	29443	Paucimonas	0
S	29447	Xanthomonas	0
S	29449	Rhizobium	0
S	29459	Brucella	0
S	294671	Methanobrevibacter	0
S	294699	Anoxybacillus	0
S	29471	Pectobacterium	0
S	29483	Yersinia	0
S	29484	Yersinia	0
S	29485	Yersinia	0
S	29486	Yersinia	0
S	29494	Vibrio	0
S	29498	Vibrio	0
S	29510	Turneriella	0
S	29519	Borreliella	0
S	29542	Pelobacter	0
S	29543	Pelobacter	0
S	29546	Lawsonia	0
S	29549	Rhodothermus	0
S	29553	Mycoplasma	0
S	29555	Mycoplasma	0
S	29559	Mycoplasma	0
S	29571	Halomonas	0
S	29575	Taylorella	0
S	296	Pseudomonas	0
S	296591	Polaromonas	0
S	297	Hydrogenophilus	0
S	298653	Frankia	0
S	298654	Frankia	0
S	298656	Blattabacterium	0
S	298657	Pseudoalteromonas	0
S	299152	Micromonospora	0
S	299262	Tateyamaria	0
S	299767	Enterobacter	0
S	300	Pseudomonas	0
S	300019	Microbacterium	0
S	300231	Glaciecola	0
S	300825	Bacillus	0
S	301375	Methanosaeta	0
S	302406	Advenella	0
S	303	Pseudomonas	0
S	303541	Lactobacillus	0
S	304895	Catenulispora	0
S	305	Ralstonia	0
S	307121	Micromonospora	0
S	308354	Staphylococcus	0
S	308754	Rhodovulum	0
S	309805	Persephonella	0
S	309806	Sulfurihydrogenibium	0
S	309868	Candidatus	0
S	309887	Deinococcus	0
S	310575	Advenella	0
S	310783	Deinococcus	0
S	311180	Yangia	0
S	311230	Paraburkholderia	0
S	312277	Flavobacterium	0
S	312306	Pseudomonas	0
S	312883	Raphidiopsis	0
S	313588	Croceibacter	0
S	313590	Dokdonia	0
S	313598	Polaribacter	0
S	313603	Maribacter	0
S	313985	Geobacter	0
S	314275	Alteromonas	0
S	314281	Pseudoalteromonas	0
S	314282	Psychromonas	0
S	314722	Pseudoxanthomonas	0
S	315358	Spiroplasma	0
S	31537	Lactococcus	0
S	315405	Streptococcus	0
S	316	Pseudomonas	0
S	316068	Leadbetterella	0
S	316277	Syntrophus	0
S	316278	Synechococcus	0
S	316279	Synechococcus	0
S	317	Pseudomonas	0
S	31754	Lactococcus	0
S	317577	Deinococcus	0
S	317936	Nostoc	0
S	318683	Gluconobacter	0
S	31899	Caldicellulosiruptor	0
S	319017	Bradyrhizobium	0
S	31909	Halothermothrix	0
S	319236	Nonlabens	0
S	31958	Amycolatopsis	0
S	32002	Achromobacter	0
S	32025	Helicobacter	0
S	320324	Formosa	0
S	320432	Chrysodeixis	0
S	32049	Synechococcus	0
S	320497	Neoasaia	0
S	32051	Synechococcus	0
S	32052	Synechococcus	0
S	32054	Calothrix	0
S	320787	Cyclobacterium	0
S	321327	Synechococcus	0
S	321332	Synechococcus	0
S	321662	Pseudomonas	0
S	323415	Dokdonella	0
S	323450	Pontibacter	0
S	324057	Paenibacillus	0
S	324767	Bacillus	0
S	326320	Dokdonia	0
S	326523	Neisseria	0
S	326544	Paraglaciecola	0
S	327160	Candidatus	0
S	327575	Capnocytophaga	0
S	328515	Nonlabens	0
S	329	Ralstonia	0
S	33	Myxococcus	0
S	330	Pseudomonas	0
S	33002	Desulfurella	0
S	33010	Cutibacterium	0
S	33011	Cutibacterium	0
S	330214	Nitrospira	0
S	33033	Parvimonas	0
S	33034	Anaerococcus	0
S	33045	Bartonella	0
S	33047	Bartonella	0
S	33050	Sphingopyxis	0
S	33052	Sphingopyxis	0
S	33056	Candidatus	0
S	33059	Acidithiobacillus	0
S	33069	Pseudomonas	0
S	33070	Synechococcus	0
S	33072	Gloeobacter	0
S	330734	Marinobacter	0
S	33074	Zymobacter	0
S	33075	Acidobacterium	0
S	330922	Psychrobacter	0
S	331648	Nonlabens	0
S	331696	Pseudolabrys	0
S	332055	Sphingobium	0
S	332056	Sphingobium	0
S	332101	Clostridium	0
S	332163	Candidatus	0
S	332249	Truepera	0
S	332410	Exiguobacterium	0
S	332411	Aquitalea	0
S	333962	Providencia	0
S	334543	Psychrobacter	0
S	335659	Bradyrhizobium	0
S	336261	Thermovirga	0
S	336810	Candidatus	0
S	336988	Oenococcus	0
S	337	Burkholderia	0
S	337191	Gordonia	0
S	338565	Erwinia	0
S	33871	Coriobacterium	0
S	33888	Rathayibacter	0
S	339	Xanthomonas	0
S	33903	Streptomyces	0
S	33905	Bifidobacterium	0
S	33910	Amycolatopsis	0
S	339268	Mycobacterium	0
S	33932	Bacillus	0
S	33934	Anoxybacillus	0
S	33936	Aeribacillus	0
S	33938	Geobacillus	0
S	33940	Geobacillus	0
S	33941	Geobacillus	0
S	33943	Kyrpidia	0
S	33952	Acetobacterium	0
S	33959	Lactobacillus	0
